CaseMasterID,CrimeNo,CaseNo,CrimeRegisteredDate,PoliceStationID,latitude,longitude,CaseCategoryID,GravityOffenceID,CaseStatusID,CrimeType,BriefFacts
3575,100011001202603575,202603575,2024-05-02,1001,13.014239,77.490116,1,2,2,Cybercrime,Victim received a video call from someone claiming to be CBI. They were told a FedEx courier with drugs was seized in their name. They transferred ₹429939 to clear their name.
3576,100011009202603576,202603576,2026-02-12,1009,12.923549,77.606672,1,1,1,Theft/Property,Unknown persons broke the front door lock of the house during the night. Gold ornaments worth ₹84977 and cash were stolen.
3577,100011010202603577,202603577,2025-12-11,1010,13.041786,77.496831,1,2,4,Others,Miscellaneous complaint registered regarding public nuisance and damage to public property.
3578,100221166202603578,202603578,2026-02-18,1166,13.100616,78.102639,1,2,4,Assault/Violent,A group of individuals engaged in a physical altercation near the market. The victim sustained head injuries after being hit with an iron rod.
3579,100251186202603579,202603579,2025-01-19,1186,14.862962,75.433155,3,2,3,Fraud/Cheating,The accused posed as a real estate agent and collected ₹313210 as advance for a site. Later it was found the documents were forged.
3580,100041038202603580,202603580,2024-04-16,1038,12.946543,74.820761,3,2,1,Assault/Violent,A group of individuals engaged in a physical altercation near the market. The victim sustained head injuries after being hit with an iron rod.
3581,100011010202603581,202603581,2026-06-24,1010,13.044483,77.512545,1,1,2,Others,Miscellaneous complaint registered regarding public nuisance and damage to public property.
3582,100051051202603582,202603582,2025-10-15,1051,15.755672,74.537577,3,2,1,Fraud/Cheating,The accused posed as a real estate agent and collected ₹276287 as advance for a site. Later it was found the documents were forged.
3583,100031029202603583,202603583,2024-06-30,1029,12.233622,76.672875,1,2,2,Assault/Violent,A group of individuals engaged in a physical altercation near the market. The victim sustained head injuries after being hit with an iron rod.
3584,100301217202603584,202603584,2024-01-07,1217,15.508086,75.085446,1,2,3,Cybercrime,"Complainant was added to a WhatsApp group promising 300% guaranteed returns. They transferred ₹1755383 to UPI ID invest169@okicici. When trying to withdraw, the scammers vanished."
3585,100111098202603585,202603585,2024-07-16,1098,13.94889,75.599349,1,1,1,Murder/Attempt,The victim was found murdered in an isolated plot. Preliminary investigation suggests previous enmity as the motive.
3586,100141120202603586,202603586,2025-07-21,1120,12.539872,76.919448,1,2,1,Fraud/Cheating,The accused posed as a real estate agent and collected ₹699923 as advance for a site. Later it was found the documents were forged.
3587,100011012202603587,202603587,2025-02-24,1012,12.92567,77.50945,1,2,2,Theft/Property,Unknown persons broke the front door lock of the house during the night. Gold ornaments worth ₹97938 and cash were stolen.
3588,100011004202603588,202603588,2025-07-02,1004,13.03758,77.497247,1,1,2,Cybercrime,Victim received a video call from someone claiming to be CBI. They were told a FedEx courier with drugs was seized in their name. They transferred ₹160968 to clear their name.
3589,100281203202603589,202603589,2024-12-31,1203,16.854439,75.757165,1,1,1,Cybercrime,"Complainant was added to a WhatsApp group promising 300% guaranteed returns. They transferred ₹1843331 to UPI ID scammer39@paytm. When trying to withdraw, the scammers vanished."
3590,100011005202603590,202603590,2026-04-02,1005,12.973907,77.48253,1,1,4,Theft/Property,Unknown persons broke the front door lock of the house during the night. Gold ornaments worth ₹247400 and cash were stolen.
3591,100051047202603591,202603591,2024-10-12,1047,15.922315,74.487718,3,2,2,Assault/Violent,A group of individuals engaged in a physical altercation near the market. The victim sustained head injuries after being hit with an iron rod.
3592,100011005202603592,202603592,2024-01-07,1005,12.944072,77.481521,1,2,1,Theft/Property,Unknown persons broke the front door lock of the house during the night. Gold ornaments worth ₹256499 and cash were stolen.
3593,100041037202603593,202603593,2025-05-25,1037,13.006922,74.804105,3,2,2,Fraud/Cheating,The accused posed as a real estate agent and collected ₹353258 as advance for a site. Later it was found the documents were forged.
3594,100031029202603594,202603594,2025-06-17,1029,12.212623,76.670316,1,2,1,Theft/Property,Unknown persons broke the front door lock of the house during the night. Gold ornaments worth ₹154290 and cash were stolen.
3595,100011015202603595,202603595,2024-06-14,1015,13.024992,77.63171,1,1,3,Theft/Property,Unknown persons broke the front door lock of the house during the night. Gold ornaments worth ₹295788 and cash were stolen.
3596,100011004202603596,202603596,2026-06-15,1004,13.035137,77.502638,1,1,1,Robbery/Dacoity,Three unidentified men on a motorcycle intercepted the victim. They threatened with a machete and snatched a gold chain and mobile phone.
3597,100011001202603597,202603597,2024-06-01,1001,12.988388,77.489584,1,1,2,Cybercrime,"Complainant was added to a WhatsApp group promising 300% guaranteed returns. They transferred ₹1791698 to UPI ID user160@ybl. When trying to withdraw, the scammers vanished."
3598,100111096202603598,202603598,2025-05-28,1096,13.926321,75.668913,1,1,3,Assault/Violent,A group of individuals engaged in a physical altercation near the market. The victim sustained head injuries after being hit with an iron rod.
3599,100041036202603599,202603599,2024-03-08,1036,12.860318,74.930504,1,2,2,Cybercrime,Victim received a video call from someone claiming to be CBI. They were told a FedEx courier with drugs was seized in their name. They transferred ₹371054 to clear their name.
3600,100151123202603600,202603600,2025-12-18,1123,12.422503,75.885512,1,2,2,Theft/Property,Unknown persons broke the front door lock of the house during the night. Gold ornaments worth ₹125451 and cash were stolen.
3601,100301216202603601,202603601,2025-08-31,1216,15.406074,75.048529,1,1,1,Kidnapping,A minor went missing from outside their school. Witnesses reported seeing them being forced into a white van.
3602,100011007202603602,202603602,2025-01-25,1007,12.872599,77.525972,1,1,3,Kidnapping,A minor went missing from outside their school. Witnesses reported seeing them being forced into a white van.
3603,100171135202603603,202603603,2024-05-24,1135,13.343015,75.76036,1,2,2,Theft/Property,Unknown persons broke the front door lock of the house during the night. Gold ornaments worth ₹90975 and cash were stolen.
3604,100011015202603604,202603604,2025-11-16,1015,13.030658,77.601633,1,2,2,Theft/Property,Unknown persons broke the front door lock of the house during the night. Gold ornaments worth ₹181131 and cash were stolen.
3605,100221168202603605,202603605,2026-04-27,1168,13.159747,78.174547,1,2,1,Theft/Property,Unknown persons broke the front door lock of the house during the night. Gold ornaments worth ₹176459 and cash were stolen.
3606,100011001202603606,202603606,2024-03-08,1001,12.996405,77.504967,1,2,3,Narcotics,"During a raid, police apprehended a suspect carrying 440 grams of MDMA intended for distribution among college students."
3607,100061059202603607,202603607,2025-11-23,1059,15.320488,75.153851,1,1,2,Narcotics,"During a raid, police apprehended a suspect carrying 245 grams of MDMA intended for distribution among college students."
3608,100291215202603608,202603608,2024-02-13,1215,15.400885,76.234685,1,2,1,Cybercrime,"Complainant was added to a WhatsApp group promising 300% guaranteed returns. They transferred ₹1734905 to UPI ID scammer39@paytm. When trying to withdraw, the scammers vanished."
3609,100151124202603609,202603609,2026-03-31,1124,12.424632,75.705224,1,2,1,Theft/Property,Unknown persons broke the front door lock of the house during the night. Gold ornaments worth ₹265564 and cash were stolen.
3610,100031031202603610,202603610,2024-11-12,1031,12.376424,76.686973,1,2,3,Theft/Property,Unknown persons broke the front door lock of the house during the night. Gold ornaments worth ₹248258 and cash were stolen.
3611,100031033202603611,202603611,2025-08-23,1033,12.367023,76.711125,1,2,1,Theft/Property,Unknown persons broke the front door lock of the house during the night. Gold ornaments worth ₹264175 and cash were stolen.
3612,100151122202603612,202603612,2024-12-06,1122,12.435042,75.852602,1,1,1,Theft/Property,Unknown persons broke the front door lock of the house during the night. Gold ornaments worth ₹97798 and cash were stolen.
3613,100011003202603613,202603613,2024-10-12,1003,13.004009,77.613643,1,2,4,Others,Miscellaneous complaint registered regarding public nuisance and damage to public property.
3614,100061055202603614,202603614,2025-12-04,1055,15.351974,75.205684,1,2,1,Theft/Property,Unknown persons broke the front door lock of the house during the night. Gold ornaments worth ₹153939 and cash were stolen.
3615,100011010202603615,202603615,2026-01-03,1010,13.045089,77.48211,1,1,1,Cybercrime,Victim received a video call from someone claiming to be CBI. They were told a FedEx courier with drugs was seized in their name. They transferred ₹125699 to clear their name.
3616,100141116202603616,202603616,2024-08-18,1116,12.519744,76.86675,1,2,1,Theft/Property,Unknown persons broke the front door lock of the house during the night. Gold ornaments worth ₹225944 and cash were stolen.
3617,100311229202603617,202603617,2025-04-19,1229,14.184048,76.409395,1,2,2,Assault/Violent,A group of individuals engaged in a physical altercation near the market. The victim sustained head injuries after being hit with an iron rod.
3618,100061057202603618,202603618,2024-11-03,1057,15.363531,75.077083,1,2,3,Fraud/Cheating,The accused posed as a real estate agent and collected ₹672281 as advance for a site. Later it was found the documents were forged.
3619,100011011202603619,202603619,2024-02-07,1011,13.025192,77.630198,4,2,1,Cybercrime,"Complainant was added to a WhatsApp group promising 300% guaranteed returns. They transferred ₹1110697 to UPI ID scammer39@paytm. When trying to withdraw, the scammers vanished."
3620,100041040202603620,202603620,2024-01-08,1040,12.872427,74.79374,1,1,2,Fraud/Cheating,The accused posed as a real estate agent and collected ₹692516 as advance for a site. Later it was found the documents were forged.
3621,100011012202603621,202603621,2024-01-26,1012,12.933066,77.512927,1,2,2,Assault/Violent,A group of individuals engaged in a physical altercation near the market. The victim sustained head injuries after being hit with an iron rod.
3622,100151124202603622,202603622,2025-08-13,1124,12.427794,75.700286,3,1,2,Assault/Violent,A group of individuals engaged in a physical altercation near the market. The victim sustained head injuries after being hit with an iron rod.
3623,100171135202603623,202603623,2025-01-15,1135,13.344128,75.756416,3,2,2,Fraud/Cheating,The accused posed as a real estate agent and collected ₹418945 as advance for a site. Later it was found the documents were forged.
